Days to Ship,Sales Forecast,Ship Status,Category,City,Country,Customer Name,Order Date,Order ID,Product Name,Profit,Quantity,Region,Sales,Segment,Ship Mode,State,Sub-Category
0,22,Shipped On Time,Furniture,Fremont,United States,Rick Bensley,12/21/17,CA-2017-137456,Staple-based wall hangings,7.0048,2,Central,15.92,Home Office,Same Day,Nebraska,Furnishings
6,526,Shipped On Time,Office Supplies,Lafayette,United States,Liz Preis,12/21/17,CA-2017-106782,Tennsco Single-Tier Lockers,18.767,1,Central,375.34,Consumer,Standard Class,Indiana,Storage
6,9,Shipped On Time,Office Supplies,Rochester,United States,Dean Katz,12/20/17,CA-2017-105480,Xerox 227,3.1104,1,East,6.48,Corporate,Standard Class,New York,Paper
6,392,Shipped On Time,Office Supplies,New York City,United States,David Kendrick,12/20/17,CA-2017-102197,Xerox 1908,137.151,5,East,279.9,Corporate,Standard Class,New York,Paper
6,48,Shipped On Time,Office Supplies,New York City,United States,David Kendrick,12/20/17,CA-2017-102197,Xerox 188,16.6698,3,East,34.02,Corporate,Standard Class,New York,Paper
6,10,Shipped On Time,Office Supplies,Rochester,United States,Dean Katz,12/20/17,CA-2017-105480,Wilson Jones Leather-Like Binders with DublLock Round Rings,2.3571,1,East,6.984,Corporate,Standard Class,New York,Binders
6,71,Shipped On Time,Office Supplies,New York City,United States,David Kendrick,12/20/17,CA-2017-102197,GBC Premium Transparent Covers with Diagonal Lined Pattern,17.6232,3,East,50.352,Corporate,Standard Class,New York,Binders
2,2335,Shipped Late,Office Supplies,Lafayette,United States,Amy Cox,12/19/17,CA-2017-158729,Martin Yale Chadless Opener Electric Letter Opener,33.3124,2,South,1665.62,Consumer,First Class,Louisiana,Supplies
5,51,Shipped Late,Office Supplies,San Francisco,United States,Michael Moore,12/19/17,CA-2017-128160,Deluxe Heavy-Duty Vinyl Round Ring Binder,11.46,2,West,36.672,Consumer,Second Class,California,Binders
4,19,Shipped Early,Furniture,Parker,United States,Tony Sayre,12/19/17,CA-2017-116946,OIC Stacking Trays,4.008,5,West,13.36,Consumer,Standard Class,Colorado,Furnishings
4,110,Shipped Early,Office Supplies,Parker,United States,Tony Sayre,12/19/17,CA-2017-116946,Tennsco Industrial Shelving,-17.6076,2,West,78.256,Consumer,Standard Class,Colorado,Storage
4,143,Shipped Early,Furniture,Parker,United States,Tony Sayre,12/19/17,CA-2017-116946,O'Sullivan 2-Shelf Heavy-Duty Bookcases,-183.6324,7,West,102.018,Consumer,Standard Class,Colorado,Bookcases
5,168,Shipped Late,Technology,Encinitas,United States,Russell Applegate,12/18/17,CA-2017-140585,LogitechæIlluminated - Keyboard,57.5904,2,West,119.98,Consumer,Second Class,California,Accessories
6,54,Shipped On Time,Office Supplies,New York City,United States,Doug Jacobs,12/18/17,CA-2017-115602,Staples in misc. colors,17.469,6,East,38.82,Consumer,Standard Class,New York,Art
6,2389,Shipped On Time,Office Supplies,New York City,United States,Doug Jacobs,12/18/17,CA-2017-115602,Kensington 7 Outlet MasterPiece HOMEOFFICE Power Control Center,511.368,13,East,1704.56,Consumer,Standard Class,New York,Appliances
6,4,Shipped On Time,Office Supplies,New York City,United States,Doug Jacobs,12/18/17,CA-2017-115602,Sanford Pocket Accent Highlighters,1.376,2,East,3.2,Consumer,Standard Class,New York,Art
5,27,Shipped Early,Furniture,Oceanside,United States,Duane Benoit,12/18/17,CA-2017-105886,"DAX Charcoal/Nickel-Tone Document Frame, 5 x 7",8.532,2,East,18.96,Consumer,Standard Class,New York,Furnishings
1,9,Shipped On Time,Office Supplies,Los Angeles,United States,Emily Phan,12/18/17,CA-2017-102099,Newell 327,1.7901,3,West,6.63,Consumer,First Class,California,Art
1,18,Shipped On Time,Office Supplies,Los Angeles,United States,Emily Phan,12/18/17,CA-2017-102099,Xerox 1996,6.2208,2,West,12.96,Consumer,First Class,California,Paper
1,45,Shipped On Time,Office Supplies,Los Angeles,United States,Emily Phan,12/18/17,CA-2017-102099,Xerox 213,15.552,5,West,32.4,Consumer,First Class,California,Paper
6,8,Shipped On Time,Office Supplies,San Francisco,United States,Tonja Turnell,12/18/17,CA-2017-158736,Newell 335,1.6704,2,West,5.76,Home Office,Standard Class,California,Art
6,140,Shipped On Time,Furniture,Milwaukee,United States,Harold Engle,12/18/17,CA-2017-143252,Tensor Track Tree Floor Lamp,22.9885,5,Central,99.95,Corporate,Standard Class,Wisconsin,Furnishings
6,41,Shipped On Time,Technology,Milwaukee,United States,Harold Engle,12/18/17,CA-2017-143252,"Maxell 74 Minute CDR, 10/Pack",10.8558,3,Central,29.34,Corporate,Standard Class,Wisconsin,Accessories
6,1601,Shipped On Time,Furniture,New York City,United States,Doug Jacobs,12/18/17,CA-2017-115602,Office Star - Contemporary Swivel Chair with Padded Adjustable Arms and Flex Back,139.5702,9,East,1141.938,Consumer,Standard Class,New York,Chairs
5,168,Shipped Late,Furniture,Encinitas,United States,Russell Applegate,12/18/17,CA-2017-140585,"Bush Saratoga Collection 5-Shelf Bookcase, Hanover Cherry, *Special Order",-12.6882,1,West,119.833,Consumer,Second Class,California,Bookcases
5,65,Shipped Late,Office Supplies,Encinitas,United States,Russell Applegate,12/18/17,CA-2017-140585,Binding Machine Supplies,16.3352,2,West,46.672,Consumer,Second Class,California,Binders
4,26,Shipped Early,Office Supplies,Philadelphia,United States,Aaron Hawkins,12/18/17,CA-2017-164000,Avery Fluorescent Highlighter Four-Color Set,2.338,7,East,18.704,Corporate,Standard Class,Pennsylvania,Art
2,18,Shipped Late,Office Supplies,Charlotte,United States,Alex Grayson,12/18/17,CA-2017-108287,Newell 310,1.4256,9,South,12.672,Consumer,First Class,North Carolina,Art
5,7,Shipped Early,Office Supplies,Columbus,United States,Beth Paige,12/18/17,CA-2017-156664,Ideal Clamps,1.7487,3,East,4.824,Consumer,Standard Class,Ohio,Fasteners
5,128,Shipped Early,Office Supplies,Columbus,United States,Beth Paige,12/18/17,CA-2017-156664,"Xerox Color Copier Paper, 11"" x 17"", Ream",29.692,5,East,91.36,Consumer,Standard Class,Ohio,Paper
5,182,Shipped Early,Office Supplies,Columbus,United States,Beth Paige,12/18/17,CA-2017-156664,Kensington 4 Outlet MasterPiece Compact Power Control Center,13.0112,2,East,130.112,Consumer,Standard Class,Ohio,Appliances
5,10,Shipped Early,Office Supplies,Columbus,United States,Beth Paige,12/18/17,CA-2017-156664,"Fellowes Twister Kit, Gray/Clear, 3/pkg",-6.03,3,East,7.236,Consumer,Standard Class,Ohio,Binders
4,19,Shipped Early,Office Supplies,San Francisco,United States,Logan Currie,12/17/17,CA-2017-133431,"Ampad Gold Fibre Wirebound Steno Books, 6"" x 9"", Gregg Ruled",6.0858,3,West,13.23,Consumer,Standard Class,California,Paper
5,39,Shipped Early,Office Supplies,Columbus,United States,Vicky Freymann,12/17/17,CA-2017-107342,"Wirebound Message Books, 2 7/8"" x 5"", 3 Forms per Page",13.2352,4,Central,28.16,Home Office,Standard Class,Indiana,Paper
4,708,Shipped Early,Furniture,Chesapeake,United States,Arianne Irving,12/17/17,CA-2017-116855,Hon Valutask Swivel Chairs,80.784,5,South,504.9,Consumer,Standard Class,Virginia,Chairs
4,763,Shipped Early,Office Supplies,Arlington,United States,Giulietta Baptist,12/17/17,CA-2017-130309,Adjustable Depth Letter/Legal Cart,157.8702,3,South,544.38,Consumer,Standard Class,Virginia,Storage
4,675,Shipped Early,Office Supplies,Anaheim,United States,Christine Abelman,12/17/17,CA-2017-120936,Iceberg Mobile Mega Data/Printer Cart,125.1432,4,West,481.32,Corporate,Standard Class,California,Storage
4,20,Shipped Early,Office Supplies,Anaheim,United States,Christine Abelman,12/17/17,CA-2017-120936,Fiskars Spring-Action Scissors,3.6348,1,West,13.98,Corporate,Standard Class,California,Supplies
6,234,Shipped On Time,Office Supplies,New York City,United States,Annie Thurman,12/17/17,CA-2017-103443,Safco Steel Mobile File Cart,41.68,2,East,166.72,Consumer,Standard Class,New York,Storage
6,174,Shipped On Time,Furniture,New York City,United States,Annie Thurman,12/17/17,CA-2017-103443,Deflect-o Glass Clear Studded Chair Mats,27.3592,2,East,124.36,Consumer,Standard Class,New York,Furnishings
4,46,Shipped Early,Office Supplies,Eau Claire,United States,Dave Poirier,12/17/17,CA-2017-155362,Adjustable Personal File Tote,8.4656,2,Central,32.56,Corporate,Standard Class,Wisconsin,Storage
4,21,Shipped Early,Office Supplies,San Francisco,United States,Logan Currie,12/17/17,CA-2017-133431,"Acco Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Executive Red",5.1435,5,West,15.24,Consumer,Standard Class,California,Binders
3,17,Shipped Late,Office Supplies,Los Angeles,United States,Hallie Redmond,12/17/17,CA-2017-106964,GBC Plastic Binding Combs,4.2804,2,West,11.808,Home Office,First Class,California,Binders
6,35,Shipped On Time,Office Supplies,New York City,United States,Annie Thurman,12/17/17,CA-2017-103443,GBC Wire Binding Combs,8.3754,3,East,24.816,Consumer,Standard Class,New York,Binders
4,93,Shipped Late,Office Supplies,Dallas,United States,Logan Currie,12/17/17,US-2017-116701,Eureka Sanitaire  Commercial Upright,-178.9668,2,Central,66.284,Consumer,Second Class,Texas,Appliances
5,27,Shipped Late,Furniture,Oceanside,United States,Andy Yotov,12/16/17,CA-2017-137428,"DAX Two-Tone Rosewood/Black Document Frame, Desktop, 5 x 7",7.584,2,West,18.96,Corporate,Second Class,California,Furnishings
4,15,Shipped Early,Office Supplies,Tulsa,United States,Andrew Roberts,12/16/17,CA-2017-111808,Peel & Stick Add-On Corner Pockets,5.184,5,Central,10.8,Consumer,Standard Class,Oklahoma,Binders
5,19,Shipped Late,Office Supplies,Los Angeles,United States,Rick Bensley,12/16/17,CA-2017-161578,Xerox 1898,6.4128,2,West,13.36,Home Office,Second Class,California,Paper
5,223,Shipped Late,Office Supplies,Los Angeles,United States,Rick Bensley,12/16/17,CA-2017-161578,"Safco Wire Cube Shelving System, For Use as 4 or 5 14"" Cubes, Black",7.945,5,West,158.9,Home Office,Second Class,California,Storage
4,266,Shipped Late,Technology,Sunnyvale,United States,Kalyca Meade,12/16/17,CA-2017-137463,ImationæSecureæDriveæ+ Hardware Encrypted USBæflash driveæ- 16 GB,45.588,5,West,189.95,Corporate,Second Class,California,Accessories
4,210,Shipped Late,Technology,Sunnyvale,United States,Kalyca Meade,12/16/17,CA-2017-137463,Microsoft Natural Ergonomic Keyboard 4000,31.4895,5,West,149.95,Corporate,Second Class,California,Accessories
4,42,Shipped Late,Office Supplies,Sunnyvale,United States,Kalyca Meade,12/16/17,CA-2017-137463,Bulldog Table or Wall-Mount Pencil Sharpener,8.6855,5,West,29.95,Corporate,Second Class,California,Art
4,62,Shipped Late,Office Supplies,Sunnyvale,United States,Kalyca Meade,12/16/17,CA-2017-137463,Avery 475,22.2,3,West,44.4,Corporate,Second Class,California,Labels
5,114,Shipped Late,Furniture,Oceanside,United States,Andy Yotov,12/16/17,CA-2017-137428,"Global Deluxe Stacking Chair, Gray",9.1764,2,West,81.568,Corporate,Second Class,California,Chairs
5,136,Shipped Late,Furniture,Oceanside,United States,Andy Yotov,12/16/17,CA-2017-137428,"Global Value Steno Chair, Gray",6.074,2,West,97.184,Corporate,Second Class,California,Chairs
5,34,Shipped Late,Office Supplies,Oceanside,United States,Andy Yotov,12/16/17,CA-2017-137428,Prestige Round Ring Binders,8.208,5,West,24.32,Corporate,Second Class,California,Binders
7,47,Shipped Late,Office Supplies,Rochester,United States,Ross DeVincentis,12/16/17,CA-2017-104381,"Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6"" Capacity",10.43,4,East,33.376,Home Office,Standard Class,New York,Binders
4,8,Shipped Late,Office Supplies,Sunnyvale,United States,Kalyca Meade,12/16/17,CA-2017-137463,Accohide Poly Flexible Ring Binders,2.244,2,West,5.984,Corporate,Second Class,California,Binders
5,32,Shipped Early,Furniture,Seattle,United States,Paul Lucas,12/15/17,CA-2017-119564,"Master Giant Foot Doorstop, Safety Yellow",9.7911,3,West,22.77,Home Office,Standard Class,Washington,Furnishings
4,32,Shipped Early,Office Supplies,Inglewood,United States,Khloe Miller,12/15/17,CA-2017-154116,"Wirebound Message Books, Two 4 1/4"" x 5"" Forms per Page",10.7301,3,West,22.83,Consumer,Standard Class,California,Paper
4,76,Shipped Early,Office Supplies,Inglewood,United States,Khloe Miller,12/15/17,CA-2017-154116,Hoover Commercial SteamVac,16.296,4,West,54.32,Consumer,Standard Class,California,Appliances
4,14,Shipped Early,Office Supplies,Oak Park,United States,Saphhira Shifley,12/15/17,CA-2017-136063,Newell 307,1.0192,7,Central,10.192,Corporate,Standard Class,Illinois,Art
4,276,Shipped Early,Technology,Inglewood,United States,Khloe Miller,12/15/17,CA-2017-154116,Panasonic KX TS3282B Corded phone,14.7582,3,West,196.776,Consumer,Standard Class,California,Phones
4,37,Shipped Early,Furniture,San Diego,United States,Mike Pelletier,12/14/17,CA-2017-169859,"Eldon 400 Class Desk Accessories, Black Carbon",11.025,3,West,26.25,Home Office,Standard Class,California,Furnishings
4,61,Shipped Early,Office Supplies,San Diego,United States,Mike Pelletier,12/14/17,CA-2017-169859,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",20.539,5,West,43.7,Home Office,Standard Class,California,Envelopes
6,224,Shipped On Time,Technology,Fayetteville,United States,Kelly Lampkin,12/14/17,CA-2017-147333,Microsoft Sculpt Comfort Mouse,70.312,4,South,159.8,Corporate,Standard Class,Arkansas,Accessories
6,63,Shipped On Time,Technology,Fayetteville,United States,Kelly Lampkin,12/14/17,CA-2017-147333,Kingston Digital DataTraveler 16GB USB 2.0,8.5025,5,South,44.75,Corporate,Standard Class,Arkansas,Accessories
4,1682,Shipped Early,Technology,Lawrence,United States,Ben Ferrer,12/14/17,CA-2017-151799,Canon PC1080F Personal Copier,467.9922,2,East,1199.98,Home Office,Standard Class,Massachusetts,Copiers
4,104,Shipped Early,Office Supplies,Lawrence,United States,Ben Ferrer,12/14/17,CA-2017-151799,Safco Industrial Shelving,2.2155,1,East,73.85,Home Office,Standard Class,Massachusetts,Storage
4,36,Shipped Early,Office Supplies,Lawrence,United States,Ben Ferrer,12/14/17,CA-2017-151799,Acme Office Executive Series Stainless Steel Trimmers,6.6846,3,East,25.71,Home Office,Standard Class,Massachusetts,Supplies
4,24,Shipped Early,Office Supplies,Lawrence,United States,Ben Ferrer,12/14/17,CA-2017-151799,"Acco Banker's Clasps, 5 3/4""-Long",8.1216,6,East,17.28,Home Office,Standard Class,Massachusetts,Fasteners
4,91,Shipped Early,Office Supplies,San Diego,United States,Mike Pelletier,12/14/17,CA-2017-169859,"Wilson Jones Clip & Carry Folder Binder Tool for Ring Binders, Clear",22.736,14,West,64.96,Home Office,Standard Class,California,Binders
6,320,Shipped On Time,Technology,Chicago,United States,Gary Mitchum,12/14/17,CA-2017-122595,Kensington Expert Mouse Optical USB Trackball for PC or Mac,28.497,3,Central,227.976,Home Office,Standard Class,Illinois,Accessories
6,74,Shipped On Time,Technology,Chicago,United States,Gary Mitchum,12/14/17,CA-2017-122595,Samsung HM1900 Bluetooth Headset,19.755,3,Central,52.68,Home Office,Standard Class,Illinois,Phones
0,55,Shipped On Time,Technology,Skokie,United States,Dave Brooks,12/14/17,CA-2017-107629,Logitech Desktop MK120 Mouse and keyboard Combo,-4.908,3,Central,39.264,Consumer,Same Day,Illinois,Accessories
0,133,Shipped On Time,Office Supplies,Skokie,United States,Dave Brooks,12/14/17,CA-2017-107629,Prismacolor Color Pencil Set,24.9984,6,Central,95.232,Consumer,Same Day,Illinois,Art
5,1367,Shipped Early,Furniture,Plano,United States,Lena Creighton,12/14/17,US-2017-113992,Bretford CR4500 Series Slim Rectangular Table,-97.4988,4,Central,974.988,Consumer,Standard Class,Texas,Tables
4,738,Shipped Early,Furniture,Lawrence,United States,Ben Ferrer,12/14/17,CA-2017-151799,Bretford Rectangular Conference Table Tops,-52.6582,2,East,526.582,Home Office,Standard Class,Massachusetts,Tables
6,3,Shipped On Time,Furniture,Chicago,United States,Gary Mitchum,12/14/17,CA-2017-122595,"Master Caster Door Stop, Gray",-1.3208,1,Central,2.032,Home Office,Standard Class,Illinois,Furnishings
0,373,Shipped On Time,Furniture,Skokie,United States,Dave Brooks,12/14/17,CA-2017-107629,"Rubbermaid ClusterMat Chairmats, Mat Size- 66"" x 60"", Lip 20"" x 11"" -90 Degree Angle",-292.9872,6,Central,266.352,Consumer,Same Day,Illinois,Furnishings
0,79,Shipped On Time,Furniture,Skokie,United States,Dave Brooks,12/14/17,CA-2017-107629,"Howard Miller 13"" Diameter Goldtone Round Wall Clock",-26.7558,3,Central,56.328,Consumer,Same Day,Illinois,Furnishings
0,44,Shipped On Time,Office Supplies,Seattle,United States,Mitch Webber,12/13/17,CA-2017-107986,Sterilite Officeware Hinged File Box,8.4888,3,West,31.44,Consumer,Same Day,Washington,Storage
5,12,Shipped Early,Office Supplies,San Francisco,United States,Emily Phan,12/13/17,CA-2017-122770,Avery 49,4.2336,3,West,8.64,Consumer,Standard Class,California,Labels
5,54,Shipped Early,Office Supplies,San Francisco,United States,Emily Phan,12/13/17,CA-2017-122770,Xerox 1996,18.6624,6,West,38.88,Consumer,Standard Class,California,Paper
5,282,Shipped Early,Furniture,San Francisco,United States,Emily Phan,12/13/17,CA-2017-122770,"Eldon Executive Woodline II Desk Accessories, Mahogany",54.2808,8,West,201.04,Consumer,Standard Class,California,Furnishings
5,18,Shipped Early,Office Supplies,San Francisco,United States,Emily Phan,12/13/17,CA-2017-122770,Xerox 1975,6.3504,2,West,12.96,Consumer,Standard Class,California,Paper
5,404,Shipped Early,Furniture,New York City,United States,Bart Pistole,12/13/17,CA-2017-135377,"Bush Andora Bookcase, Maple/Graphite Gray Finish",7.1994,3,East,287.976,Corporate,Standard Class,New York,Bookcases
4,56,Shipped Early,Technology,New York City,United States,Mike Vittorini,12/11/17,CA-2017-101798,LogitechæLS21 Speaker System - PC Multimedia - 2.1-CH - Wired,13.5932,2,East,39.98,Consumer,Standard Class,New York,Accessories
7,181,Shipped Late,Technology,New Bedford,United States,Katherine Nockton,12/11/17,CA-2017-129581,Plantronics MX500i Earset,3.8655,3,East,128.85,Corporate,Standard Class,Massachusetts,Phones
4,25,Shipped Early,Office Supplies,New York City,United States,Allen Armold,12/11/17,CA-2017-100230,Xerox 1895,8.073,3,East,17.94,Consumer,Standard Class,New York,Paper
4,164,Shipped Early,Technology,New York City,United States,Allen Armold,12/11/17,CA-2017-100230,Dexim XPower Skin Super-Thin Power Case for iPhone 5 - Black,29.245,2,East,116.98,Consumer,Standard Class,New York,Phones
3,10,Shipped On Time,Office Supplies,Burlington,United States,Roy Skaria,12/11/17,CA-2017-142776,Pastel Pink Envelopes,3.4944,1,Central,7.28,Home Office,Second Class,Iowa,Envelopes
